MIB-MODULE,MIB File,OID,Name,Recommended Action,Comments,Description,Trigger Description,Dependency,cleartime In Days
bladetype2-trap.mib,bt2Traps,.1.3.6.1.4.1.11.2.3.7.11.33.1.2.7.0.41,bt2SwCubeRemoved,Average,, A Cube was removed, A Cube was removed.,NONE,3d
bladetype2-trap.mib,bt2Traps,.1.3.6.1.4.1.11.2.3.7.11.33.1.2.7.0.42,bt2SwStgNewRoot,Average,, A btSwStgNewRoot trap signifies that the bridge has become the new root of the STG, A btSwStgNewRoot trap signifies that the bridge has become the new root of the STG.,NONE,3d
bladetype2-trap.mib,bt2Traps,.1.3.6.1.4.1.11.2.3.7.11.33.1.2.7.0.43,bt2SwCistNewRoot,Average,, A btSwCistNewRoot trap signifies that the bridge has become the new root of the CIST, A btSwCistNewRoot trap signifies that the bridge has become the new root of the CIST...,NONE,3d
bladetype2-trap.mib,bt2Traps,.1.3.6.1.4.1.11.2.3.7.11.33.1.2.7.0.44,bt2SwStgTopologyChanged,Average,, A btSwStgTopologyChanged trap signifies that there was a STG topology change, A btSwStgTopologyChanged trap signifies that there was a STG topology change.,NONE,3d
bladetype2-trap.mib,bt2Traps,.1.3.6.1.4.1.11.2.3.7.11.33.1.2.7.0.45,bt2SwCistTopologyChanged,Average,, A btSwCistTopologyChanged trap signifies that there was a CIST topology change, A btSwCistTopologyChanged trap signifies that there was a CIST topology change.,NONE,3d
bladetype2-trap.mib,bt2Traps,.1.3.6.1.4.1.11.2.3.7.11.33.1.2.7.0.46,bt2SwHotlinksMasterUp,Average,,A btSwHotlinksMasterUp trap signifies that the Master interface is active,A btSwHotlinksMasterUp trap signifies that the Master interface is active.,NONE,3d
bladetype2-trap.mib,bt2Traps,.1.3.6.1.4.1.11.2.3.7.11.33.1.2.7.0.47,bt2SwHotlinksMasterDn,Average,,A btSwHotlinksMasterDn trap signifies that the Master interface is not active,A btSwHotlinksMasterDn trap signifies that the Master interface is not active.,NONE,3d
bladetype2-trap.mib,bt2Traps,.1.3.6.1.4.1.11.2.3.7.11.33.1.2.7.0.48,bt2SwHotlinksBackupUp,Average,,A btSwHotlinksBackupUp trap signifies that the Backup interface is active,A btSwHotlinksBackupUp trap signifies that the Backup interface is active.,NONE,3d
bladetype2-trap.mib,bt2Traps,.1.3.6.1.4.1.11.2.3.7.11.33.1.2.7.0.49,bt2SwHotlinksBackupDn,Average,,A btSwHotlinksBackupDn trap signifies that the Backup interface is not active,A btSwHotlinksBackupDn trap signifies that the Backup interface is not active.,NONE,3d
bladetype2-trap.mib,bt2Traps,.1.3.6.1.4.1.11.2.3.7.11.33.1.2.7.0.50,bt2SwHotlinksNone,Average,,A btSwHotlinksNone trap signifies that there are no active interfaces,A btSwHotlinksNone trap signifies that there are no active interfaces.,NONE,3d
bridge.mib,dot1dBridge,.1.3.6.1.2.1.17.0.1,newRoot,Average,,The newRoot trap indicates that the sending agent has become the new root of the Spanning Tree the trap is sent by a bridge soon after its election as the new root eg upon expiration of the Topology Change Timer immediately subsequent to its election  Implementation of this trap is optional,The newRoot trap indicates that the sending agent has become the new root of the Span...,NONE,3d
bridge.mib,dot1dBridge,.1.3.6.1.2.1.17.0.2,topologyChange,Average,,A topologyChange trap is sent by a bridge when any of its configured ports transitions from the Learning state to the Forwarding state or from the Forwarding state to the Blocking state  The trap is not sent if a newRoot trap is sent for the same transition  Implementation of this trap is optional,A topologyChange trap is sent by a bridge when any of its configured ports transition...,NONE,3d
cpqfca.mib,compaq,.1.3.6.1.4.1.232.0.16001,cpqFcaLogDrvStatusChange,Average,,External Array Logical Drive Status Change This trap signifies that the agent has detected a change in the status of a External Array logical drive  The variable cpqFcaLogDrvStatus indicates the current logical drive status User Action If the logical drive status is failed examine the array for failed drives that need replacement,External Array Logical Drive Status Change This trap signifies that the agent has det...,NONE,3d
cpqfca.mib,compaq,.1.3.6.1.4.1.232.0.16002,cpqFcaSpareStatusChange,Average,,External Array Spare Drive Status Change This trap signifies that the agent has detected a change in the status of a External Array spare drive  The variable cpqFcaSpareStatus indicates the current spare drive status  The variable cpqFcaSpareBusNumber indicates the SCSI bus number associated with this drive User Action If the spare drive status is failed replace the drive,External Array Spare Drive Status Change This trap signifies that the agent has detec...,NONE,3d
cpqfca.mib,compaq,.1.3.6.1.4.1.232.0.16003,cpqFcaPhyDrvStatusChange,Average,,External Array Physical Drive Status Change This trap signifies that the agent has detected a change in the status of a physical drive  The variable cpaFcaPhyDrvStatus indicates the current physical drive status  The variable cpqFcaPhyDrvBusNumber indicates the SCSI bus number associated with this drive User Action If the physical drive status is threshExceeded() predictiveFailure() or failed() replace the drive,External Array Physical Drive Status Change This trap signifies that the agent has de...,NONE,3d
cpqfca.mib,compaq,.1.3.6.1.4.1.232.0.16004,cpqFcaAccelStatusChange,Average,,External Array Accelerator Board Status Change This trap signifies that the agent has detected a change in the cpqFcaAccelStatus of a Array Accelerator Cache Board  The current status is represented by the variable cpqFcaAccelStatus User Action None,External Array Accelerator Board Status Change This trap signifies that the agent has...,NONE,3d
cpqfca.mib,compaq,.1.3.6.1.4.1.232.0.16005,cpqFcaAccelBadDataTrap,Average,,External Array Accelerator Board Bad Data This trap signifies that the agent has detected a Array Accelerator Cache Board that has lost battery power  If data was being stored in the accelerator memory when the system lost power that data has been lost User Action Verify that no data has been lost,External Array Accelerator Board Bad Data This trap signifies that the agent has dete...,NONE,3d
cpqfca.mib,compaq,.1.3.6.1.4.1.232.0.16006,cpqFcaAccelBatteryFailed,Average,,External Array Accelerator Board Battery Failed This trap signifies that the agent has detected a battery failure associated with the Array Accelerator Cache Board User Action Replace the Accelerator Cache Board,External Array Accelerator Board Battery Failed This trap signifies that the agent ha...,NONE,3d
cpqfca.mib,compaq,.1.3.6.1.4.1.232.0.16007,cpqFcaCntlrStatusChange,Average,,External Array Controller Status Change This trap signifies that the agent has detected a change in the status of a External Array Controller  The variable cpqFcaCntlrStatus indicates the current controller status User Action If the controller status is offline access to the storage box has been lost  Check the storage box and all fibre channel connections for problems,External Array Controller Status Change This trap signifies that the agent has detect...,NONE,3d
cpqfca.mib,compaq,.1.3.6.1.4.1.232.0.16008,cpqFcTapeCntlrStatusChange,Average,,Fibre Channel Tape Controller Status Change This trap signifies that the agent has detected a change in the status of a Fiber Channel Tape Controller  The variable cpqFcTapeCntlrStatus indicates the current tape controller status  The variable cpqFcTapeCntlrWWN indicates the unique tape controller world wide name associated with this controller User Action If the tape controller status is offline access to the tape library and tapes has been lost  Check the tape library and all Fibre connections for problems,Fibre Channel Tape Controller Status Change This trap signifies that the agent has de...,NONE,3d
cpqfca.mib,compaq,.1.3.6.1.4.1.232.0.16009,cpqFcTapeLibraryStatusChange,Average,,Fibre Channel Tape Library Status Change This trap signifies that the agent has detected a change in the status of a Fiber Channel Tape library  The variable cpqFcTapeLibraryStatus indicates the current tape library status  The variable cpqFcTapeLibraryScsiTarget indicates the SCSI ID of the tape library User Action If the tape library is failed or offline check the tape library front panel and all fibre channel connections,Fibre Channel Tape Library Status Change This trap signifies that the agent has detec...,NONE,3d
cpqfca.mib,compaq,.1.3.6.1.4.1.232.0.16010,cpqFcTapeLibraryDoorStatusChange,Average,,Fibre Channel Tape Library Door Status Change This trap signifies that the agent has detected a change in the door status of a Fiber Channel Tape library  The variable cpqFcTapeLibraryDoorStatus indicates the current tape library door status  The variable cpqFcTapeLibraryScsiTarget indicates the the SCSI ID of the tape library User Action If the tape library door is open close the tape library door,Fibre Channel Tape Library Door Status Change This trap signifies that the agent has ...,NONE,3d
cpqfca.mib,compaq,.1.3.6.1.4.1.232.0.16011,cpqFcTapeDriveStatusChange,Average,,Fibre Channel Tape Drive Status Change This trap signifies that the agent has detected a change in the status of a Fiber Channel Tape Drive  The variable cpqFcTapeDriveStatus indicates the current tape status  The variable cpqFcTapeDriveScsiTarget indicates the the SCSI ID of the tape drive User Action If the tape is failed or offline check the tape and all fibre channel connections,Fibre Channel Tape Drive Status Change This trap signifies that the agent has detecte...,NONE,3d
cpqfca.mib,compaq,.1.3.6.1.4.1.232.0.16012,cpqFcTapeDriveCleaningRequired,Average,,Fibre Channel Tape Drive Cleaning Required trap The agent has detected a tape drive that needs to have a cleaning tape inserted and run  This will cause the tape drive heads to be cleaned,Fibre Channel Tape Drive Cleaning Required trap The agent has detected a tape drive t...,NONE,3d
cpqfca.mib,compaq,.1.3.6.1.4.1.232.0.16013,cpqFcTapeDriveCleanTapeReplace,Average,,Fibre Channel Tape Drive Cleaning Tape Needs Replacing The agent has detected that an autoloader tape unit has a cleaning tape that has been fully used and therefore needs to be replaced with a new cleaning tape,Fibre Channel Tape Drive Cleaning Tape Needs Replacing The agent has detected that an...,NONE,3d
cpqfca.mib,compaq,.1.3.6.1.4.1.232.0.16014,cpqFcaCntlrActive,Average,,External Array Redundant Controller Active This trap signifies that the Storage Agent has detected that a backup array controller in a duplexed pair has switched over to the active role  The variable cpqFcaCntlrBoxIoSlot indicates the new active controller index User Action Check the partner controller for problems If this was the result of a user initiated switch over no action is required,External Array Redundant Controller Active This trap signifies that the Storage Agent...,NONE,3d
cpqfca.mib,compaq,.1.3.6.1.4.1.232.0.16015,cpqFcaHostCntlrStatusChange,Average,,Fibre Channel Host Controller Status Change This trap signifies that the Insight Agent has detected a change in the status of a Fibre Channel Host Controller  The variable cpqFcaHostCntlrStatus indicates the current controller status User Action If the controller status is failed replace the controller,Fibre Channel Host Controller Status Change This trap signifies that the Insight Agen...,NONE,3d
cpqfca.mib,compaq,.1.3.6.1.4.1.232.0.16016,cpqFca2PhyDrvStatusChange,Average,,External Array Physical Drive Status Change This trap signifies that the agent has detected a change in the status of a physical drive  The variable cpaFcaPhyDrvStatus indicates the current physical drive status User Action If the physical drive status is threshExceeded() predictiveFailure() failed() or unsupportedDrive() replace the drive,External Array Physical Drive Status Change This trap signifies that the agent has de...,NONE,3d
cpqfca.mib,compaq,.1.3.6.1.4.1.232.0.16017,cpqFca2AccelStatusChange,Average,,External Array Accelerator Board Status Change This trap signifies that the agent has detected a change in the status of a Array Accelerator Cache Board  The current status is represented by the variable cpqFcaAccelStatus User Action If the accelerator board status is permDisabled() you may need to replace the accelerator board,External Array Accelerator Board Status Change This trap signifies that the agent has...,NONE,3d
cpqfca.mib,compaq,.1.3.6.1.4.1.232.0.16018,cpqFca2AccelBadDataTrap,Average,,External Array Accelerator Board Bad Data This trap signifies that the agent has detected a Array Accelerator Cache Board that has lost battery power  If data was being stored in the accelerator memory when the system lost power that data has been lost User Action Verify that no data has been lost,External Array Accelerator Board Bad Data This trap signifies that the agent has dete...,NONE,3d
cpqfca.mib,compaq,.1.3.6.1.4.1.232.0.16019,cpqFca2AccelBatteryFailed,Average,,External Array Accelerator Board Battery Failed This trap signifies that the agent has detected a battery failure associated with the Array Accelerator Cache Board User Action Replace the Accelerator Cache Board,External Array Accelerator Board Battery Failed This trap signifies that the agent ha...,NONE,3d
cpqfca.mib,compaq,.1.3.6.1.4.1.232.0.16020,cpqFca2CntlrStatusChange,Average,,External Array Controller Status Change This trap signifies that the agent has detected a change in the status of a External Array Controller  The variable cpqFcaCntlrStatus indicates the current controller status User Action If the controller status is offline() access to the storage box has been lost  Check the storage box and all fibre channel connections for problems,External Array Controller Status Change This trap signifies that the agent has detect...,NONE,3d
cpqfca.mib,compaq,.1.3.6.1.4.1.232.0.16021,cpqFca2HostCntlrStatusChange,Average,,Fibre Channel Host Controller Status Change This trap signifies that the agent has detected a change in the status of a Fibre Channel Host Controller  The variable cpqFcaHostCntlrStatus indicates the current controller status User Action If the controller status is failed replace the controller,Fibre Channel Host Controller Status Change This trap signifies that the agent has de...,NONE,3d
cpqfca.mib,compaq,.1.3.6.1.4.1.232.0.16022,cpqExtArrayLogDrvStatusChange,Average,,External Array Logical Drive Status Change This trap signifies that the agent has detected a change in the status of an External Array logical drive  The variable cpqFcaLogDrvStatus indicates the current logical drive status User Action If the logical drive status is failed examine the array for failed drives that need replacement,External Array Logical Drive Status Change This trap signifies that the agent has det...,NONE,3d
cpqfca.mib,compaq,.1.3.6.1.4.1.232.0.16023,cpqExtTapeDriveStatusChange,Average,,External Tape Drive Status Change This trap signifies that the agent has detected a change in the status of an External Tape Drive  The variable cpqFcTapeDriveStatus indicates the current tape status User Action If the tape is failed or offline check the tape and all connections,External Tape Drive Status Change This trap signifies that the agent has detected a c...,NONE,3d
cpqfca.mib,compaq,.1.3.6.1.4.1.232.0.16024,cpqExtTapeDriveCleaningRequired,Average,,External Tape Drive Cleaning Required The agent has detected a tape drive that needs to have a cleaning tape inserted and run  This will cause the tape drive heads to be cleaned,External Tape Drive Cleaning Required The agent has detected a tape drive that needs ...,NONE,3d
cpqfca.mib,compaq,.1.3.6.1.4.1.232.0.16025,cpqExtTapeDriveCleanTapeReplace,Average,,External Tape Drive Cleaning Tape Needs Replacing The agent has detected that an autoloader tape unit has a cleaning tape that has been fully used and therefore needs to be replaced with a new cleaning tape,External Tape Drive Cleaning Tape Needs Replacing The agent has detected that an auto...,NONE,3d
cpqfca.mib,compaq,.1.3.6.1.4.1.232.0.16026,cpqExtTapeLibraryStatusChange,Average,,External Tape Library Status Change This trap signifies that the agent has detected a change in the status of an External Tape library  The variable cpqFcTapeLibraryStatus indicates the current tape library status User Action If the tape library is failed or offline check the tape library front panel and all connections,External Tape Library Status Change This trap signifies that the agent has detected a...,NONE,3d
cpqfca.mib,compaq,.1.3.6.1.4.1.232.0.16027,cpqExtTapeLibraryDoorStatusChange,Average,,External Tape Library Door Status Change This trap signifies that the agent has detected a change in the door status of an External Tape library  The variable cpqFcTapeLibraryDoorStatus indicates the current tape library door status User Action If the tape library door is open close the tape library door,External Tape Library Door Status Change This trap signifies that the agent has detec...,NONE,3d
cpqfca.mib,compaq,.1.3.6.1.4.1.232.0.16028,cpqFca3HostCntlrStatusChange,Average,,Fibre Channel Host Controller Status Change This trap signifies that the agent has detected a change in the status of a Fibre Channel Host Controller  The variable cpqFcaHostCntlrStatus indicates the current controller status User Action If the controller status is failed replace the controller,Fibre Channel Host Controller Status Change This trap signifies that the agent has de...,NONE,3d
cpqhlth.mib,cpqHealth,.1.3.6.1.4.1.232.6.0.1,cpqHeCorrectableMemoryError,Average,,A correctable memory error occurred The error has been corrected  The current number of correctable memory errors is reported in the variable cpqHeCorrMemTotalErrs,A correctable memory error occurred The error has been corrected  The current number ...,NONE,3d
cpqhlth.mib,cpqHealth,.1.3.6.1.4.1.232.6.0.2,cpqHeCorrectableMemoryLogDisabled,Average,,Correctable memory error tracking disabled The frequency of errors is so high that the error tracking logic has been temporarily disabled  The cpqHeCorrMemLogStatus variable indicated the current tracking status,Correctable memory error tracking disabled The frequency of errors is so high that th...,NONE,3d
cpqhlth.mib,compaq,.1.3.6.1.4.1.232.0.6001,cpqHe2CorrectableMemoryError,Average,,A correctable memory error occurred The error has been corrected  The current number of correctable memory errors is reported in the variable cpqHeCorrMemTotalErrs,A correctable memory error occurred The error has been corrected  The current number ...,NONE,3d
cpqhlth.mib,compaq,.1.3.6.1.4.1.232.0.6002,cpqHe2CorrectableMemoryLogDisabled,Average,,Correctable memory error tracking disabled The frequency of errors is so high that the error tracking logic has been temporarily disabled  The cpqHeCorrMemLogStatus variable indicated the current tracking status,Correctable memory error tracking disabled The frequency of errors is so high that th...,NONE,3d
cpqhlth.mib,compaq,.1.3.6.1.4.1.232.0.6003,cpqHeThermalTempFailed,Average,,The temperature status has been set to failed The system will be shutdown due to this thermal condition,The temperature status has been set to failed The system will be shutdown due to this...,NONE,3d
cpqhlth.mib,compaq,.1.3.6.1.4.1.232.0.6004,cpqHeThermalTempDegraded,Average,,The temperature status has been set to degraded The server's temperature is outside of the normal operating range  The server will be shutdown if the cpqHeThermalDegradedAction variable is set to shutdown(),The temperature status has been set to degraded The server's temperature is outside o...,NONE,3d
cpqhlth.mib,compaq,.1.3.6.1.4.1.232.0.6005,cpqHeThermalTempOk,Average,,The temperature status has been set to ok The server's temperature has returned to the normal operating range,The temperature status has been set to ok The server's temperature has returned to th...,NONE,3d
cpqhlth.mib,compaq,.1.3.6.1.4.1.232.0.6006,cpqHeThermalSystemFanFailed,Average,,The system fan status has been set to failed A required system fan is not operating normally  The system will be shutdown if the cpqHeThermalDegradedAction variable is set to shutdown(),The system fan status has been set to failed A required system fan is not operating n...,NONE,3d
cpqhlth.mib,compaq,.1.3.6.1.4.1.232.0.6007,cpqHeThermalSystemFanDegraded,Average,,The system fan status has been set to degraded An optional system fan is not operating normally,The system fan status has been set to degraded An optional system fan is not operatin...,NONE,3d
cpqhlth.mib,compaq,.1.3.6.1.4.1.232.0.6008,cpqHeThermalSystemFanOk,Average,,The system fan status has been set to ok Any previously nonoperational system fans have returned to normal operation,The system fan status has been set to ok Any previously nonoperational system fans ha...,NONE,3d
cpqhlth.mib,compaq,.1.3.6.1.4.1.232.0.6009,cpqHeThermalCpuFanFailed,Average,,The CPU fan status has been set to failed A processor fan is not operating normally  The server will be shutdown,The CPU fan status has been set to failed A processor fan is not operating normally  ...,NONE,3d
cpqhlth.mib,compaq,.1.3.6.1.4.1.232.0.6010,cpqHeThermalCpuFanOk,Average,,The CPU fan status has been set to ok Any previously nonoperational processor fans have returned to normal operation,The CPU fan status has been set to ok Any previously nonoperational processor fans ha...,NONE,3d
cpqhlth.mib,compaq,.1.3.6.1.4.1.232.0.6011,cpqHeAsrConfirmation,Average,,The server is operational again The server has previously been shutdown by the Automatic Server Recovery (ASR) feature and has just become operational again,The server is operational again The server has previously been shutdown by the Automa...,NONE,3d
cpqhlth.mib,compaq,.1.3.6.1.4.1.232.0.6012,cpqHeThermalConfirmation,Average,,The server is operational again The server has previously been shutdown due to a thermal anomaly on the server and has just become operational again,The server is operational again The server has previously been shutdown due to a ther...,NONE,3d
cpqhlth.mib,compaq,.1.3.6.1.4.1.232.0.6013,cpqHePostError,Average,,One or more POST errors occurred Power On SelfTest (POST) errors occur during the server restart process,One or more POST errors occurred Power On SelfTest (POST) errors occur during the ser...,NONE,3d
cpqhlth.mib,compaq,.1.3.6.1.4.1.232.0.6014,cpqHeFltTolPwrSupplyDegraded,Average,,The fault tolerant power supply subsystem condition has been set to degraded,The fault tolerant power supply subsystem condition has been set to degraded.,NONE,3d
cpqhlth.mib,compaq,.1.3.6.1.4.1.232.0.6015,cpqHe3CorrectableMemoryError,Average,,A correctable memory error occurred The error has been corrected  The current number of correctable memory errors is reported in the variable cpqHeCorrMemTotalErrs,A correctable memory error occurred The error has been corrected  The current number ...,NONE,3d
cpqhlth.mib,compaq,.1.3.6.1.4.1.232.0.6016,cpqHe3CorrectableMemoryLogDisabled,Average,,Correctable memory error tracking disabled The frequency of errors is so high that the error tracking logic has been temporarily disabled  The cpqHeCorrMemLogStatus variable indicated the current tracking status,Correctable memory error tracking disabled The frequency of errors is so high that th...,NONE,3d
cpqhlth.mib,compaq,.1.3.6.1.4.1.232.0.6017,cpqHe3ThermalTempFailed,Average,,The temperature status has been set to failed The system will be shutdown due to this thermal condition,The temperature status has been set to failed The system will be shutdown due to this...,NONE,3d
cpqhlth.mib,compaq,.1.3.6.1.4.1.232.0.6018,cpqHe3ThermalTempDegraded,Average,,The temperature status has been set to degraded The server's temperature is outside of the normal operating range  The server will be shutdown if the cpqHeThermalDegradedAction variable is set to shutdown(),The temperature status has been set to degraded The server's temperature is outside o...,NONE,3d
cpqhlth.mib,compaq,.1.3.6.1.4.1.232.0.6019,cpqHe3ThermalTempOk,Average,,The temperature status has been set to ok The server's temperature has returned to the normal operating range,The temperature status has been set to ok The server's temperature has returned to th...,NONE,3d
cpqhlth.mib,compaq,.1.3.6.1.4.1.232.0.6020,cpqHe3ThermalSystemFanFailed,Average,,The system fan status has been set to failed A required system fan is not operating normally  The system will be shutdown if the cpqHeThermalDegradedAction variable is set to shutdown(),The system fan status has been set to failed A required system fan is not operating n...,NONE,3d
cpqhlth.mib,compaq,.1.3.6.1.4.1.232.0.6021,cpqHe3ThermalSystemFanDegraded,Average,,The system fan status has been set to degraded An optional system fan is not operating normally,The system fan status has been set to degraded An optional system fan is not operatin...,NONE,3d
cpqhlth.mib,compaq,.1.3.6.1.4.1.232.0.6022,cpqHe3ThermalSystemFanOk,Average,,The system fan status has been set to ok Any previously nonoperational system fans have returned to normal operation,The system fan status has been set to ok Any previously nonoperational system fans ha...,NONE,3d
cpqhlth.mib,compaq,.1.3.6.1.4.1.232.0.6023,cpqHe3ThermalCpuFanFailed,Average,,The CPU fan status has been set to failed A processor fan is not operating normally  The server will be shutdown,The CPU fan status has been set to failed A processor fan is not operating normally  ...,NONE,3d
